org_name	ncbi_link	repr
Amycolatopsis sp. AA4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/796/545/GCA_002796545.1_ASM279654v1	False
Halomonas aestuarii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/615/GCA_001886615.1_ASM188661v1	True
Spiroplasma sp. TU-14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/795/GCA_001792795.1_ASM179279v1	False
Rhodocyclaceae bacterium	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/805/GCA_002863805.1_ASM286380v1	False
bacterium AB1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/625/GCA_001729625.1_ASM172962v1	False
Macrococcus sp. IME1552	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/313/045/GCA_002313045.1_ASM231304v1	False
Pseudomonas sp. LPH1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/037/565/GCA_002037565.1_ASM203756v1	False
Candidatus Melainabacteria bacterium MEL.A1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/765/415/GCA_001765415.1_ASM176541v1	False
Streptococcus sp. NPS 308	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/895/GCA_002355895.1_ASM235589v1	False
Candidatus Tokpelaia hoelldoblerii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/325/GCA_002005325.1_ASM200532v1	False
Brachybacterium sp. P6-10-X1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/445/GCA_001969445.1_ASM196944v1	False
Jeotgalibaca sp. PTS2502	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/685/GCA_001975685.1_ASM197568v1	False
Oceanisphaera avium	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/875/GCA_002157875.1_ASM215787v1	False
Tumebacillus avium	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/355/GCA_002162355.1_ASM216235v1	False
Rhodobacteraceae bacterium	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/435/GCA_002850435.1_ASM285043v1	False
Betaproteobacteria bacterium GR16-43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/215/GCA_001953215.1_ASM195321v1	False
Stenotrophomonas sp. LM091	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/305/GCA_001806305.1_ASM180630v1	False
Klebsiella sp. LTGPAF-6F	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/185/GCA_001753185.1_ASM175318v1	False
Pectobacterium parmentieri WPP163	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/645/GCA_000024645.1_ASM2464v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/925/GCA_000260925.1_ASM26092v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/145/GCA_001742145.1_ASM174214v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/575/GCA_003628575.1_ASM362857v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/595/GCA_003628595.1_ASM362859v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/635/GCA_003628635.1_ASM362863v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/655/GCA_003628655.1_ASM362865v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/675/GCA_003628675.1_ASM362867v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/695/GCA_003628695.1_ASM362869v1	False
Pectobacterium parmentieri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/735/GCA_003628735.1_ASM362873v1	False
Curtobacterium sp. BH-2-1-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/325/GCA_001806325.1_ASM180632v1	False
Hyphomonas sp. Mor2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/405/GCA_001854405.1_ASM185440v1	False
Jeongeupia sp. USM3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/808/185/GCA_001808185.1_ASM180818v1	False
Microbacterium sp. BH-3-3-3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/815/GCA_001792815.1_ASM179281v1	False
Lelliottia jeotgali	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/215/GCA_002271215.1_ASM227121v1	False
Nonomuraea sp. ATCC 55076	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/057/455/GCA_002057455.1_ASM205745v1	False
Tessaracoccus sp. T2.5-30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/225/GCA_002022225.1_ASM202222v1	False
Amycolatopsis sp. BJA-103	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/849/735/GCA_002849735.1_ASM284973v1	False
Marinilactibacillus sp. 15R	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/285/GCA_001895285.1_ASM189528v1	False
Virgibacillus sp. 6R	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/305/GCA_001895305.1_ASM189530v1	False
Tenericutes bacterium MZ-XQ	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/205/GCA_002838205.1_ASM283820v1	False
Tenericutes bacterium MO-XQ	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/838/185/GCA_002838185.1_ASM283818v1	False
Actinomyces sp. VUL4_3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/685/GCA_001856685.1_ASM185668v1	False
Peptoniphilus sp. ING2-D1G	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/975/GCA_000952975.1_D1G	False
Blautia sp. N6H1-15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/895/GCA_003287895.1_ASM328789v1	False
Gramella salexigens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/005/GCA_001889005.1_ASM188900v1	False
Sphingopyxis sp. LPB0140	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/025/GCA_001889025.1_ASM188902v1	False
Spiroplasma sp. NBRC 100390	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/495/GCA_001886495.1_ASM188649v1	False
Sphingopyxis sp. FD7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/835/GCA_003609835.1_ASM360983v1	False
Rhizobium sp. Y9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/035/GCA_002814035.1_ASM281403v1	False
Enterobacter sp. SA187	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/805/GCA_001888805.2_ASM188880v2	False
Streptomyces sp. DUT11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/525/GCA_002848525.1_ASM284852v1	False
Thioclava nitratireducens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/525/GCA_001940525.2_ASM194052v2	True
Enterobacter cloacae complex sp. ECNIH7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/095/GCA_002208095.1_ASM220809v1	False
Microbacterium sp. 1.5R	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/265/GCA_001889265.1_ASM188926v1	False
Synechococcus sp. SynAce01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/215/GCA_001885215.1_ASM188521v1	False
Alteromonas sp. Mex14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/375/GCA_001886375.1_ASM188637v1	False
Alteromonas sp. RW2A1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/475/GCA_001886475.1_ASM188647v1	False
Ketobacter alkanivorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/865/GCA_002863865.1_ASM286386v1	False
Streptococcus ruminantium	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/975/GCA_003609975.1_ASM360997v1	False
Sulfitobacter sp. AM1-D1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/735/GCA_001886735.1_ASM188673v1	False
Aeromonas sp. ASNIH7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/485/GCA_002903485.1_ASM290348v1	False
Enterobacteriaceae bacterium ENNIH2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/045/GCA_002903045.1_ASM290304v1	False
Citrobacter sp. CFNIH10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/585/GCA_002934585.1_ASM293458v1	False
Leclercia sp. LSNIH1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/985/GCA_002902985.1_ASM290298v1	False
Leclercia sp. LSNIH3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/935/105/GCA_002935105.1_ASM293510v1	False
Enterobacteriaceae bacterium ENNIH3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/085/GCA_002903085.1_ASM290308v1	False
Delftia sp. HK171	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/655/GCA_001886655.1_ASM188665v1	False
Mycobacterium sp. WY10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/515/GCA_001886515.1_ASM188651v1	False
Marivivens sp. JLT3646	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/835/GCA_001908835.1_ASM190883v1	False
Mariprofundus aestuarium	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/805/GCA_002795805.1_ASM279580v1	False
Mariprofundus ferrinatatus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/825/GCA_002795825.1_ASM279582v1	False
Geobacillus genomosp. 3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/995/GCA_000445995.2_ASM44599v2	False
Sphingomonas sp. JJ-A5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/385/GCA_001890385.1_ASM189038v1	False
Candidatus Erwinia sp. ErCipseudotaxifoliae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/135/GCA_900143135.1_ErCipseudotaxifoliae_v1.0	False
Sphingorhabdus sp. Alg231-15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/149/705/GCA_900149705.1_Sphingorhabdus_sp._Alg231_15	False
Erythrobacter sp. Alg231-14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/149/685/GCA_900149685.1_Erythrobacter_sp._Alg231_14	False
Anderseniella sp. Alg231-50	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/149/695/GCA_900149695.1_Anderseniella_sp._Alg231_50	False
Candidatus Fonsibacter ubiquis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/585/GCA_002688585.1_ASM268858v1	False
Paraburkholderia sp. SOS3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/345/GCA_001922345.1_ASM192234v1	False
Sodalis endosymbiont of Henestaris halophilus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/161/835/GCA_900161835.1_HBAv1	False
Pseudomonas sp. CC6-YY-74	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/205/GCA_002025205.1_ASM202520v1	False
Sporosarcina sp. P37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/109/365/GCA_002109365.1_ASM210936v1	False
Shewanella sp. FDAARGOS_354	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/245/GCA_002209245.2_ASM220924v2	False
Sporosarcina sp. P33	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/077/155/GCA_002077155.1_ASM207715v1	False
Pseudomonas sp. S-6-2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/295/GCA_002056295.1_ASM205629v1	False
Sphingobacterium sp. B29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/815/GCA_001952815.1_ASM195281v1	False
Glutamicibacter halophytocola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/565/GCA_001302565.1_ASM130256v1	True
Bartonella sp. WD16.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/505/GCA_002022505.1_ASM202250v1	False
Bartonella sp. JB15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/605/GCA_002022605.1_ASM202260v1	False
Bartonella sp. JB63	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/665/GCA_002022665.1_ASM202266v1	False
Bartonella sp. A1379B	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/485/GCA_002022485.1_ASM202248v1	False
Bartonella sp. Raccoon60	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/585/GCA_002022585.1_ASM202258v1	False
Klebsiella sp. M5al	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/195/GCA_002090195.1_ASM209019v1	False
Phycisphaerae bacterium ST-NAGAB-D1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/645/GCA_002007645.1_ASM200764v1	False
Winogradskyella sp. J14-2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/725/GCA_001971725.1_ASM197172v1	False
Seonamhaeicola sp. S2-3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/785/GCA_001971785.1_ASM197178v1	False
Microbacterium sp. TPU 3598	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/155/GCA_002356155.1_MST3_assembly01	False
Aquaspirillum sp. LM1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/905/GCA_002002905.1_ASM200290v1	False
Brevundimonas sp. LM2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/865/GCA_002002865.1_ASM200286v1	False
Janthinobacterium sp. LM6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/885/GCA_002002885.1_ASM200288v1	False
Sphingomonas sp. LM7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/925/GCA_002002925.1_ASM200292v1	False
Nostocales cyanobacterium HT-58-2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/975/GCA_002163975.1_ASM216397v1	True
Sedimentisphaera cyanobacteriorum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/997/385/GCA_001997385.1_ASM199738v1	False
Bacillus sp. 275	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/205/GCA_001999205.1_ASM199920v1	False
Sedimentisphaera salicampi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/005/GCA_002117005.1_ASM211700v1	False
Phoenicibacter massiliensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/485/GCA_900169485.1_PRJEB19959	True
Cellvibrio sp. PSBB023	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/605/GCA_002007605.1_ASM200760v1	False
Capnocytophaga sp. H2931	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/535/GCA_002302535.1_ASM230253v1	False
Capnocytophaga sp. H4358	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/515/GCA_002302515.1_ASM230251v1	False
Paracoccus contaminans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/555/GCA_002105555.1_ASM210555v1	True
Halomonas sp. 'Soap Lake #6'	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/405/GCA_003031405.1_ASM303140v1	False
Calothrix sp. NIES-2098	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/175/GCA_002368175.1_ASM236817v1	False
Actinomyces gaoshouyii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/915/GCA_002076915.1_ASM207691v1	False
Sphingomonas sp. NIC1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/638/925/GCA_001638925.1_ASM163892v1	False
Streptomyces sp. MOE7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/335/GCA_002090335.1_ASM209033v1	False
Halomonas sp. 'Soap Lake #7'	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/255/GCA_002009255.1_ASM200925v1	False
Bacillus intestinalis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/025/GCA_000959025.1_ASM95902v1	False
Candidatus Spiroplasma holothuricola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/135/175/GCA_002135175.2_ASM213517v2	False
Streptomyces sp. 3211	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/028/385/GCA_002028385.1_ASM202838v1	False
Campylobacter pinnipediorum subsp. pinnipediorum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/925/GCA_002021925.1_ASM202192v1	True
Campylobacter pinnipediorum subsp. pinnipediorum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/945/GCA_002021945.1_ASM202194v1	False
Campylobacter pinnipediorum subsp. pinnipediorum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/965/GCA_002021965.1_ASM202196v1	False
Campylobacter pinnipediorum subsp. caledonicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/985/GCA_002021985.1_ASM202198v1	False
Campylobacter pinnipediorum subsp. caledonicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/005/GCA_002022005.1_ASM202200v1	False
Colwellia beringensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/895/GCA_002076895.1_ASM207689v1	False
Microcystis sp. MC19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/019/735/GCA_003019735.1_ASM301973v1	False
Chlamydia sp. H15-1957-10C	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/239/945/GCA_900239945.1_Chlamydia_sp._nov._H15-1957-10C	False
Chlamydia sp. S15-834C	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/239/975/GCA_900239975.1_Chlamydia_sp._S15-834K	False
Sulfitobacter sp. D7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/275/GCA_003611275.1_ASM361127v1	False
Acidisphaera sp. G45-3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/165/GCA_003352165.1_ASM335216v1	False
Halomonas sp. GT	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/565/GCA_002082565.1_ASM208256v1	False
Phytobacter ursingii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/135/GCA_001022135.1_ASM102213v1	False
Streptomyces sp. Sge12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/080/455/GCA_002080455.1_ASM208045v1	False
Prosthecochloris sp. HL-130-GSB	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/113/825/GCA_002113825.1_ASM211382v1	False
Enterobacter sp. Crenshaw	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/825/GCA_002863825.1_ASM286382v1	False
Petrimonas sp. IBARAKI	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/435/GCA_002356435.2_ASM235643v2	False
Chromatiaceae bacterium 2141T.STBD.0c.01a	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/425/GCA_002009425.1_ASM200942v1	False
Pseudomonas sp. AK6U	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/843/285/GCA_002843285.1_ASM284328v1	False
Cryobacterium sp. LW097	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/495/GCA_002205495.2_ASM220549v2	False
Cellulosimicrobium sp. TH-20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/775/GCA_002105775.1_ASM210577v1	False
Rhizobium sp. NXC14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/485/GCA_002117485.1_ASM211748v1	False
Pseudomonas sp. M30-35	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/625/GCA_002163625.1_ASM216362v1	False
Altererythrobacter mangrovi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/345/GCA_002269345.1_ASM226934v1	False
Streptomyces sp. CLI2509	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/075/GCA_002288075.1_ASM228807v1	False
Xanthomonas phaseoli pv. phaseoli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/095/GCA_002759095.1_ASM275909v1	False
Xanthomonas phaseoli pv. phaseoli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/115/GCA_002759115.1_ASM275911v1	False
Xanthomonas phaseoli pv. phaseoli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/135/GCA_002759135.1_ASM275913v1	False
Xanthomonas phaseoli pv. phaseoli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/155/GCA_002759155.1_ASM275915v1	False
Sulfuriferula sp. AH1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/035/GCA_002162035.1_ASM216203v1	False
Desulfobulbus sp. ORNL	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/055/GCA_002952055.1_ASM295205v1	False
Brevefilum fermentans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/184/705/GCA_900184705.1_CAMBI-1	True
Sulfurospirillum sp. SL2-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/315/GCA_002162315.1_ASM216231v1	False
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/545/GCA_002151545.1_ASM215154v1	False
Aurantimicrobium sp. MWH-Mo1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/085/GCA_003194085.1_ASM319408v1	False
Cellvibrio sp. PSBB006	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/162/135/GCA_002162135.1_ASM216213v1	False
Rhodococcus sp. S2-17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/130/705/GCA_003130705.1_ASM313070v1	False
Sphingobacterium sp. G1-14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/196/555/GCA_002196555.1_ASM219655v1	False
Cellulomonas sp. PSBB021	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/455/GCA_002240455.1_ASM224045v1	False
Acinetobacter sp. WCHA45	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/255/GCA_002165255.2_ASM216525v2	False
Acinetobacter sp. WCHA55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/305/GCA_002165305.2_ASM216530v2	False
Acinetobacter sp. WCHAc010052	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/295/GCA_002165295.2_ASM216529v2	False
Acinetobacter sp. WCHAc010005	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/375/GCA_002165375.2_ASM216537v2	False
Stenotrophomonas sp. WZN-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/255/GCA_002192255.1_ASM219225v1	False
Legionella endosymbiont of Polyplax serrata	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/555/GCA_002776555.1_ASM277655v1	False
Chondrocystis sp. NIES-4102	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/355/GCA_002368355.1_ASM236835v1	False
Calothrix sp. NIES-4101	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/375/GCA_002368375.1_ASM236837v1	False
Calothrix sp. NIES-3974	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/395/GCA_002368395.1_ASM236839v1	False
Calothrix sp. NIES-4071	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/455/GCA_002368455.1_ASM236845v1	False
Enterococcus wangshanyuanii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/645/GCA_002197645.1_ASM219764v1	False
Thauera sp. K11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/354/895/GCA_002354895.1_ASM235489v1	False
Streptomyces sp. S063	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/675/GCA_002832675.1_ASM283267v1	False
Luteimonas sp. 100111	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/327/105/GCA_002327105.1_ASM232710v1	False
Francisella sp. FDC440	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/290/445/GCA_003290445.1_ASM329044v1	False
Sagittula sp. P11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/095/GCA_002814095.1_ASM281409v1	False
Bacillus sp. MD-5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/875/GCA_002201875.1_ASM220187v1	False
Erythrobacter sp. KY5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/264/115/GCA_003264115.1_ASM326411v1	False
Citrobacter sp. 86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/785/GCA_900079785.1_CITRO86_PRJEB13532_v1	False
Vibrio sp. 2521-89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/685/GCA_002216685.1_ASM221668v1	False
Chryseobacterium sp. T16E-39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/065/GCA_002216065.1_ASM221606v1	False
Bosea sp. AS-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/095/GCA_002220095.1_ASM222009v1	False
Francisella sp. PA05-1188	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/135/GCA_003347135.1_ASM334713v1	False
Francisella sp. MA06-7296	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/115/GCA_003347115.1_ASM334711v1	False
Francisella sp. 14-2155	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/095/GCA_003347095.1_ASM334709v1	False
Virgibacillus phasianinus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/775/GCA_002216775.1_ASM221677v1	False
Brachybacterium sp. VM2412	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/407/185/GCA_002407185.1_ASM240718v1	False
Brachybacterium sp. VR2415	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/795/GCA_002216795.1_ASM221679v1	False
Kitasatospora sp. MMS16-BH015	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/943/525/GCA_002943525.1_ASM294352v1	False
